title,author,published_year,language,subjects,cover,content
young architects: support,architectural league of new york,2018,english,"architecture, awards, history, young architects, architectural league prize for young architects and designers, architectural league prize for young architects and designers. fast (ocolc)fst01776258, united states, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: young architects: support. title: young architects: support. author: architectural league of new york. author: architectural league of new york. subjects: architecture  awards  history  young architects  architectural league prize for young architects and designers  architectural league prize for young architects and designers. fast (ocolc)fst01776258  united states  21st century
young talent architectture award 2018,"ivan blasi, anna sala giralt",2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: young talent architectture award 2018. title: young talent architectture award 2018. author: ivan blasi  anna sala giralt. author: ivan blasi  anna sala giralt. subjects: architecture  history  designs and plans  domestic architecture  housing  architecture and society  awards  young architects  europe  21st century
young talent architecture award 2016,"ivan blasi, anna sala giralt",2018,english,"architecture, history, designs and plans, domestic architecture, housing, architecture and society, awards, young architects, europe, 21st century",https://openlibrary.org/images/icons/avatar_book-sm.png,title: young talent architecture award 2016. title: young talent architecture award 2016. author: ivan blasi  anna sala giralt. author: ivan blasi  anna sala giralt. subjects: architecture  history  designs and plans  domestic architecture  housing  architecture and society  awards  young architects  europe  21st century
zhenskie nagrady rossiĭskoĭ imperii za milosergie,s. s. levin,2018,russian,"women, awards, history, women philanthropists, decorations of honor, medals, women medalists, miscellanea, russia, russia (federation)",https://openlibrary.org/images/icons/avatar_book-sm.png,title: zhenskie nagrady rossiĭskoĭ imperii za milosergie. title: zhenskie nagrady rossiĭskoĭ imperii za milosergie. author: s. s. levin. author: s. s. levin. subjects: women  awards  history  women philanthropists  decorations of honor  medals  women medalists  miscellanea  russia  russia (federation)
ø ʹ đ đ ♭ ơ ʹ œ ø,ł ơ £ ♭ đ ʹ .,2018,arabic,"decorations of honor, awards, za yid ibn sult đa n a l nahayya n (1918-2004), united arab emirates",https://openlibrary.org/images/icons/avatar_book-sm.png,title: ø ʹ đ đ ♭ ơ ʹ œ ø. title: ø ʹ đ đ ♭ ơ ʹ œ ø. author: ł ơ £ ♭ đ ʹ .. author: ł ơ £ ♭ đ ʹ .. subjects: decorations of honor  awards  za yid ibn sult đa n a l nahayya n (1918-2004)  united arab emirates
"ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל, מפעל המלגות ע״ש שרת בתחומים : אמנות, צילום, תקשורת חזותית, עיצוב במה, עיצוב תעשייתי, עיצוב קרמי, עיתוב מתכת, עיצוב טקסטיל, מולטמדיה ואדריכלות","smadar sheffi, america-israel cultural foundation",2018,hebrew,"architecture, awards, art, industrial design, exhibitions, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,title: ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל  מפעל המלגות ע״ש שרת בתחומים : אמנות  צילום  תקשורת חזותית  עיצוב במה  עיצוב תעשייתי  עיצוב קרמי  עיתוב מתכת  עיצוב טקסטיל  מולטמדיה ואדריכלות. title: ארטיק 2: תערוכת הזוכים במלגות קרן התרבות אמריקה־ישראל  מפעל המלגות ע״ש שרת בתחומים : אמנות  צילום  תקשורת חזותית  עיצוב במה  עיצוב תעשייתי  עיצוב קרמי  עיתוב מתכת  עיצוב טקסטיל  מולטמדיה ואדריכלות. author: smadar sheffi  america-israel cultural foundation. author: smadar sheffi  america-israel cultural foundation. subjects: architecture  awards  art  industrial design  exhibitions  israel
עשור לפעילות: אות הנשיא למתנדב,gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu...,2018,hebrew,"education, awards, retirees, volunteers, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,title: עשור לפעילות: אות הנשיא למתנדב. title: עשור לפעילות: אות הנשיא למתנדב. author: gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu.... author: gimlaʼim mitnadvim be-maʻarekhet ha-ḥinu.... subjects: education  awards  retirees  volunteers  israel
פרס דניאלי: רפואה עם לב,ḳeren daniʼeli,2018,hebrew,"awards, medicine, daniʼeli zonenfeld, israel",https://openlibrary.org/images/icons/avatar_book-sm.png,title: פרס דניאלי: רפואה עם לב. title: פרס דניאלי: רפואה עם לב. author: ḳeren daniʼeli. author: ḳeren daniʼeli. subjects: awards  medicine  daniʼeli zonenfeld  israel
为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji,"徐里, 苏丹, 中国美术家协会, 中国美术家协会. 环境艺术设计委员会, 广州美术学院, china) quan fuo huan jing yi shu she ji ...",2018,chinese,"architecture, awards, architectural design, exhibitions, space (architecture), china",https://openlibrary.org/images/icons/avatar_book-sm.png,title: 为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji. title: 为中国而设计: di ba jie quan guo huan jing yi shu she ji da zhan ru xuan lun wen ji. author: 徐里  苏丹  中国美术家协会  中国美术家协会. 环境艺术设计委员会  广州美术学院  china) quan fuo huan jing yi shu she ji .... author: 徐里  苏丹  中国美术家协会  中国美术家协会. 环境艺术设计委员会  广州美术学院  china) quan fuo huan jing yi shu she ji .... subjects: architecture  awards  architectural design  exhibitions  space (architecture)  china
광복회 50년사,광복회 (korea),2018,korean,"history, korean resistance movements, 1905-1945, awards, medals, kwangbokhoe (korea), korean resistance movements (1905-1945) fast (ocolc)fst00988900 (uri) http://id.worldcat.org/fast/fst00988900 (uri) http://id.loc.gov/authorities/subjects/sh85073112, korea (south)",https://openlibrary.org/images/icons/avatar_book-sm.png,title: 광복회 50년사. title: 광복회 50년사. author: 광복회 (korea). author: 광복회 (korea). subjects: history  korean resistance movements  1905-1945  awards  medals  kwangbokhoe (korea)  korean resistance movements (1905-1945) fast (ocolc)fst00988900 (uri) http://id.worldcat.org/fast/fst00988900 (uri) http://id.loc.gov/authorities/subjects/sh85073112  korea (south)
"""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin",erich-mu hsam-gesellschaft,2017,german,"awards, erich-mu hsam-preis, lu becker flu chtlingsforum, konstantin wecker, erich mu hsam (1878-1934)",https://openlibrary.org/images/icons/avatar_book-sm.png,"title: ""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin. title: ""es geht um's tun und nicht um's siegen"": erich-mu hsam-preis 2016 an konstantin wecker : erich-mu hsam-fo rderpreis 2016 an das lu becker flu chtlingsforum : stifter der preise : frank-thomas gaulin. author: erich-mu hsam-gesellschaft. author: erich-mu hsam-gesellschaft. subjects: awards  erich-mu hsam-preis  lu becker flu chtlingsforum  konstantin wecker  erich mu hsam (1878-1934)"
"20 godina ""miholjdanske povelje"": biser čelinačke kulture","jelena ivanković, borislav maksimović",2017,serbian,"arts, awards, literary prizes, intellectual life, bosnia and herzegovina, čelinac, čelinac (bosnia and herzegovina)",https://openlibrary.org/images/icons/avatar_book-sm.png,"title: 20 godina ""miholjdanske povelje"": biser čelinačke kulture. title: 20 godina ""miholjdanske povelje"": biser čelinačke kulture. author: jelena ivanković  borislav maksimović. author: jelena ivanković  borislav maksimović. subjects: arts  awards  literary prizes  intellectual life  bosnia and herzegovina  čelinac  čelinac (bosnia and herzegovina)"
2005-2016 premio coam: arquitectura contemporánea de madrid,edgar gonzález,2017,spanish,"modern architecture, exhibitions, awards, spain, madrid",https://openlibrary.org/images/icons/avatar_book-sm.png,title: 2005-2016 premio coam: arquitectura contemporánea de madrid. title: 2005-2016 premio coam: arquitectura contemporánea de madrid. author: edgar gonzález. author: edgar gonzález. subjects: modern architecture  exhibitions  awards  spain  madrid
"<script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017","aude launay, felicity lunn, boris magrini",2017,english,"exhibitions, new media art, art, awards, !mediengruppe bitnik, switzerland",https://openlibrary.org/images/icons/avatar_book-sm.png,"title: <script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017. title: <script>alert(""!mediengruppe bitnik"");</script>: prix de la société des arts de genève 2017. author: aude launay  felicity lunn  boris magrini. author: aude launay  felicity lunn  boris magrini. subjects: exhibitions  new media art  art  awards  !mediengruppe bitnik  switzerland"
a grammy salute to music legends: all-star artists pay tribute to their musical heroes,david konjoyan,2017,english,"popular music, entertainers, sound recording industry, musicians, awards, sound recordings, music, grammy awards, grammy awards, musicians -- awards, sound recordings -- awards, sound recording industry -- awards, popular music -- awards, music -- awards, entertainers -- awards",https://covers.openlibrary.org/b/id/14471472-M.jpg,title: a grammy salute to music legends: all-star artists pay tribute to their musical heroes. title: a grammy salute to music legends: all-star artists pay tribute to their musical heroes. author: david konjoyan. author: david konjoyan. subjects: popular music  entertainers  sound recording industry  musicians  awards  sound recordings  music  grammy awards  grammy awards  musicians -- awards  sound recordings -- awards  sound recording industry -- awards  popular music -- awards  music -- awards  entertainers -- awards
